"PropertyID","SALE TYPE","PROPERTY TYPE","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","$/SQUARE FEET","SOURCE","INTERESTED","LATITUDE","LONGITUDE"
2874,"MLS Listing","Single Family Residential","Lafayette","CA",94549,4325000,5,5.5,"Lafayette",4667,40000,2021,927,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.937818,-122.093388
2875,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,1198000,2,2,"Van Ness/Civic Center",1382,1228819.79,1993,867,"San Francisco MLS","Y",37.7858964,-122.4244491
2876,"MLS Listing","Single Family Residential","Mill Valley","CA",94941,1050000,2,2,"Mill Valley",1102,2614,1926,953,"BAREIS","Y",37.8982881,-122.5387215
2877,"MLS Listing","Single Family Residential","SAN JOSE","CA",95126,2675000,4,3,"SAN JOSE",2908,6969,1967,920,"MLSListings","Y",37.3293524,-121.9320894
2878,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,2199000,3,3,"South Beach",1462,1228819.79,2008,1504,"San Francisco MLS","Y",37.7891307,-122.3910195
2879,"MLS Listing","Condo/Co-op","Albany","CA",94706-1006,530000,2,2,"Gateview",1040,1228819.79,1977,510,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8946309,-122.3065295
2880,"MLS Listing","Single Family Residential","Alamo","CA",94507,1750000,4,2,"Alamo",3000,44710,2012,583,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.850911,-122.0045566
2881,"MLS Listing","Single Family Residential","CUPERTINO","CA",95014,2495000,3,3.5,"CUPERTINO",2670,3859,2017,934,"MLSListings","Y",37.3235578,-122.0691246
2882,"MLS Listing","Condo/Co-op","Emeryville","CA",94608,699000,2,2,"Emeryville",1057,1228819.79,1973,661,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8378115,-122.305494
2883,"MLS Listing","Single Family Residential","SAN JOSE","CA",95125,2649000,4,3,"SAN JOSE",2692,7997,1957,984,"MLSListings","Y",37.3048433,-121.9111979
2884,"MLS Listing","Condo/Co-op","Greenbrae","CA",94904,699000,3,2,"Greenbrae",1350,1307,1962,518,"BAREIS","Y",37.9468923,-122.527974
2885,"MLS Listing","Condo/Co-op","Emeryville","CA",94608,525000,1,1,"Emeryville",824,81000,1973,637,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8390763,-122.3032508
2886,"MLS Listing","Single Family Residential","Tiburon","CA",94920,2650000,4,3.5,"Tiburon",2091.53,7819,1962,772.32,"BAREIS","Y",37.87346,-122.458834
2887,"MLS Listing","Vacant Land","Berkeley","CA",94708,349000,3,2.5,"Tilden Park Area",2091.53,7112,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.89885,-122.26094
2888,"MLS Listing","Condo/Co-op","San Francisco","CA",94115,629000,1,1,"San Francisco",716,716,1986,878,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7819246,-122.437375
2889,"MLS Listing","Condo/Co-op","San Rafael","CA",94903,599000,2,2,"San Rafael",954,871,2005,628,"BAREIS","Y",38.0240253,-122.5282689
2890,"MLS Listing","Single Family Residential","Oakland","CA",94610,900000,3,2.5,"Ardley Heights",2078,5886,1914,433,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.802988,-122.235736
2891,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,829000,1,1,"South Beach",605,1228819.79,2008,1370,"San Francisco MLS","Y",37.7860625,-122.3921764
2892,"MLS Listing","Single Family Residential","SAN JOSE","CA",95122,975000,7,3.5,"SAN JOSE",2474,6259,1962,394,"MLSListings","Y",37.3277966,-121.8454305
2893,"MLS Listing","Vacant Land","PACIFICA","CA",94044,2000000,3,2.5,"PACIFICA",2091.53,51836,2020,772.32,"MLSListings","Y",37.604276,-122.496584
2894,"MLS Listing","Single Family Residential","Tiburon","CA",94920,6500000,4,4.5,"Tiburon",6050,23400,1989,1074,"BAREIS","Y",37.9086431,-122.4738099
2895,"MLS Listing","Multi-Family (2-4 Unit)","SAN MATEO","CA",94401,2000000,3,2.5,"SAN MATEO",3405,5750,1987,587,"MLSListings","Y",37.5712747,-122.3249457
2896,"MLS Listing","Mobile/Manufactured Home","Pleasanton","CA",94566,160000,2,1,"Pleasanton",1224,1228819.79,2020,131,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6668006,-121.8508533
2897,"MLS Listing","Condo/Co-op","San Francisco","CA",94104,1128000,2,2,"Financial District",984,1228819.79,1909,1146,"San Francisco MLS","Y",37.7922568,-122.4012423
2898,"MLS Listing","Single Family Residential","SAN MATEO","CA",94401,2198000,4,4.5,"SAN MATEO",2810,7650,1931,782,"MLSListings","Y",37.5844675,-122.3311454
2899,"MLS Listing","Mobile/Manufactured Home","Novato","CA",94949,328000,2,1,"Novato",1152,1228819.79,1971,285,"BAREIS","Y",38.0437812,-122.5239043
2900,"MLS Listing","Multi-Family (5+ Unit)","San Francisco","CA",94133,1690000,6,2.5,"Nob Hill",3440,1428,1913,491,"San Francisco MLS","Y",37.796151,-122.4093279
2901,"MLS Listing","Single Family Residential","SAN MATEO","CA",94401,1199000,2,1,"SAN MATEO",1160,6450,1938,1034,"MLSListings","Y",37.5752803,-122.3235729
2902,"MLS Listing","Condo/Co-op","SANTA CLARA","CA",95051,745000,2,1,"SANTA CLARA",920,1228819.79,1986,810,"MLSListings","Y",37.3571331,-122.0000217
2903,"MLS Listing","Condo/Co-op","HAYWARD","CA",94544,876255,4,3.5,"HAYWARD",1885,1228819.79,2020,465,"MLSListings","Y",37.6308999,-122.0504643
2904,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95110,1249000,2,2,"SAN JOSE",1306,1228819.79,2008,956,"MLSListings","Y",37.3350834,-121.8954751
2905,"MLS Listing","Single Family Residential","Concord","CA",94519,539000,2,2,"Concord",1200,6000,1942,449,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.977871,-122.0220552
2906,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94109,2699000,5,4,"Russian Hill",2091.53,1800,1963,772.32,"San Francisco MLS","Y",37.8060401,-122.4193394
2907,"MLS Listing","Single Family Residential","Crockett","CA",94525,499950,3,2,"Valona",1475,2475,1900,339,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0518807,-122.2234419
2908,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94402,948999,1,2,"SAN MATEO",1079,1228819.79,2008,880,"MLSListings","Y",37.5644662,-122.3281031
2909,"MLS Listing","Mobile/Manufactured Home","HALF MOON BAY","CA",94019,420000,2,2,"HALF MOON BAY",1248,1228819.79,1984,337,"MLSListings","Y",37.4293354,-122.4279447
2910,"MLS Listing","Mobile/Manufactured Home","HALF MOON BAY","CA",94019,395000,2,2,"HALF MOON BAY",1248,1228819.79,1975,317,"MLSListings","Y",37.4296472,-122.4335514
2911,"MLS Listing","Mobile/Manufactured Home","HALF MOON BAY","CA",94019,387000,3,2,"HALF MOON BAY",1624,1228819.79,1989,238,"MLSListings","Y",37.4292687,-122.4313894
2912,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95125,185000,2,1,"SAN JOSE",822,1228819.79,1968,225,"MLSListings","Y",37.297965,-121.875651
2913,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,798000,1,1,"Soma",698,1228819.79,2000,1143,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7857459,-122.3973982
2914,"MLS Listing","Vacant Land","Oakland","CA",94611,75000,3,2.5,"Oakland",2091.53,7500,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8285236,-122.1885733
2915,"MLS Listing","Single Family Residential","Sausalito","CA",94965,1695000,3,2,"Sausalito",2022,6534,1972,838,"BAREIS","Y",37.8597882,-122.4940205
2916,"MLS Listing","Single Family Residential","San Francisco","CA",94110,1449000,3,1,"Inner Mission",1360,2809,1900,1065,"San Francisco MLS","Y",37.7505651,-122.4129906
2917,"MLS Listing","Condo/Co-op","San Francisco","CA",94158,1687500,3,3,"Mission Bay",1780,1228819.79,2020,948,"San Francisco MLS","Y",37.771365,-122.39649
2918,"MLS Listing","Condo/Co-op","San Francisco","CA",94114,750000,2,1,"Eureka Valley/Dolore",1014,1228819.79,2020,740,"San Francisco MLS","Y",37.7581402,-122.435502
2919,"MLS Listing","Single Family Residential","Danville","CA",94526,3225000,7,7,"Westside Danvill",5670,44867,1995,569,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8237317,-122.0176364
2920,"MLS Listing","Single Family Residential","PACIFICA","CA",94044,1600000,4,3,"PACIFICA",2480,6000,1989,645,"MLSListings","Y",37.6306017,-122.4838802
2921,"MLS Listing","Single Family Residential","DALY CITY","CA",94015,1288000,4,2,"DALY CITY",2200,3500,1955,585,"MLSListings","Y",37.6913983,-122.491854
2922,"MLS Listing","Single Family Residential","PALO ALTO","CA",94303,4998000,4,3.5,"PALO ALTO",3664,6605,2001,1364,"MLSListings","Y",37.4421299,-122.1402086
2923,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,1495000,3,2,"Potrero Hill",1645,1228819.79,1989,909,"San Francisco MLS","Y",37.7575923,-122.4031612
2924,"MLS Listing","Single Family Residential","San Rafael","CA",94901,799500,2,2,"San Rafael",2091.53,4149,2020,772.32,"BAREIS","Y",37.9812357,-122.5227109
2925,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,149900,2,2,"SUNNYVALE",1140,1228819.79,1975,131,"MLSListings","Y",37.4036965,-122.0175629
2926,"MLS Listing","Townhouse","San Francisco","CA",94158,1698000,4,3,"Mission Bay",1707,1228819.79,2004,995,"San Francisco MLS","Y",37.7741864,-122.3947434
2927,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,3495000,2,3,"Yerba Buena",1952,1228819.79,2009,1790,"San Francisco MLS","Y",37.7903824,-122.3961531
2928,"MLS Listing","Condo/Co-op","Emeryville","CA",94608,425000,1,1,"Watergate",530,1228819.79,1972,802,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8390389,-122.3046824
2929,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,1175000,1,1,"Central Waterfront",654,1228819.79,2020,1797,"San Francisco MLS","Y",37.7622702,-122.3882952
2930,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,740000,0,1,"Central Waterfront",502,1228819.79,2020,1474,"San Francisco MLS","Y",37.7622702,-122.3882952
2931,"MLS Listing","Vacant Land","San Francisco","CA",94102,550000,3,2.5,"San Francisco",2091.53,749,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7720456,-122.4281371
2932,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,250000,3,2,"SUNNYVALE",1482,1228819.79,2003,169,"MLSListings","Y",37.4036965,-122.0175629
2933,"MLS Listing","Single Family Residential","Danville","CA",94526,2885000,4,4,"Westside Danvill",3185,67692,2015,906,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8257183,-122.0220997
2934,"MLS Listing","Single Family Residential","PALO ALTO","CA",94304,3999950,6,4,"PALO ALTO",3365,58860,1952,1189,"MLSListings","Y",37.39513,-122.1669105
2935,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,298500,3,2,"SUNNYVALE",1572,1228819.79,1998,190,"MLSListings","Y",37.4013384,-121.9913911
2936,"MLS Listing","Condo/Co-op","San Francisco","CA",94124,999000,3,3,"Bayview",1821,1228819.79,2010,549,"San Francisco MLS","Y",37.7250528,-122.3951255
2937,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95128,449888,1,1,"SAN JOSE",658,1228819.79,1988,684,"MLSListings","Y",37.3130838,-121.9392289
2938,"MLS Listing","Vacant Land","El Sobrante","CA",94803,145000,3,2.5,"El Sobrante",2091.53,21344,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.979647,-122.287153
2939,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95128,569000,1,1,"SAN JOSE",767,894,2009,742,"MLSListings","Y",37.3115994,-121.9159855
2940,"MLS Listing","Single Family Residential","San Rafael","CA",94903,6200000,2,2,"San Rafael",1982,2671970,1960,3128,"BAREIS","Y",38.026707,-122.58073
2941,"MLS Listing","Townhouse","San Francisco","CA",94133,10000000,3,3.5,"Telegraph Hill",2091.53,1228819.79,1995,772.32,"San Francisco MLS","Y",37.8017168,-122.4052213
2942,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,895000,1,1,"Pacific Heights",707,1228819.79,1925,1266,"San Francisco MLS","Y",37.7951082,-122.426207
2943,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,699000,1,1,"South of Market",690,1228819.79,2020,1013,"San Francisco MLS","Y",37.7790369,-122.4101047
2944,"MLS Listing","Condo/Co-op","MOUNTAIN VIEW","CA",94043,599948,1,1,"MOUNTAIN VIEW",662,1228819.79,1971,906,"MLSListings","Y",37.3974712,-122.0716366
2945,"MLS Listing","Condo/Co-op","SAN FRANCISCO","CA",94132,1465000,3,2.5,"SAN FRANCISCO",2133,1228819.79,2015,687,"MLSListings","Y",37.7152195,-122.475582
2946,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95113,595000,0,1,"SAN JOSE",673,1228819.79,2008,884,"MLSListings","Y",37.3348501,-121.8870618
2947,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,1875000,2,2,"Van Ness/Civic Center",1325,1228819.79,2017,1415,"San Francisco MLS","Y",37.7881104,-122.4232776
2948,"MLS Listing","Condo/Co-op","San Francisco","CA",94102,1047000,2,1,"Hayes Valley",798,1228819.79,2020,1312,"San Francisco MLS","Y",37.7781581,-122.4261091
2949,"MLS Listing","Condo/Co-op","San Francisco","CA",94115,1385000,1,1.5,"Pacific Heights",1172,1228819.79,1962,1182,"San Francisco MLS","Y",37.7939819,-122.4317719
2950,"MLS Listing","Single Family Residential","SAN JOSE","CA",95126,1798000,5,3,"SAN JOSE",2504,6331,1931,718,"MLSListings","Y",37.3356082,-121.9223998
2951,"MLS Listing","Condo/Co-op","LOS ALTOS","CA",94022,1695000,3,2,"LOS ALTOS",1377,2250,1967,1231,"MLSListings","Y",37.375209,-122.111154
2952,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95111,249900,3,2,"SAN JOSE",960,1228819.79,2015,260,"MLSListings","Y",37.2957573,-121.8408934
2953,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,2575000,2,2.5,"South Beach",1544,1228819.79,2019,1668,"San Francisco MLS","Y",37.7875077,-122.3944713
2954,"MLS Listing","Condo/Co-op","San Francisco","CA",94102,290324,1,1,"Downtown",613,1228819.79,2007,474,"San Francisco MLS","Y",37.7836702,-122.4087914
2955,"MLS Listing","Multi-Family (2-4 Unit)","SAN FRANCISCO","CA",94110,2999000,3,2.5,"SAN FRANCISCO",4935,4634,1900,608,"MLSListings","Y",37.747871,-122.413105
2956,"MLS Listing","Condo/Co-op","REDWOOD CITY","CA",94061,599500,2,1,"REDWOOD CITY",850,53796,1964,705,"MLSListings","Y",37.4689932,-122.2245015
2957,"MLS Listing","Condo/Co-op","Alameda","CA",94501,429900,1,1.5,"Southshore",773,101260,1971,556,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7628016,-122.2689568
2958,"MLS Listing","Single Family Residential","PORTOLA VALLEY","CA",94028,16800000,5,6,"PORTOLA VALLEY",10223,113970,2015,1643,"MLSListings","Y",37.355793,-122.2027494
2959,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94102,1675000,3,2,"Hayes Valley",2200,1093,1909,761,"San Francisco MLS","Y",37.7762743,-122.4249337
2960,"MLS Listing","Single Family Residential","Brentwood","CA",94513-4250,1129000,2,2.5,"Trilogy Vineyards",2751,8536,2013,410,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.904757,-121.7271604
2961,"MLS Listing","Condo/Co-op","Berkeley","CA",94702,799000,1,1,"Berkeley",1115,17000,2020,717,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8560138,-122.2875632
2962,"MLS Listing","Condo/Co-op","San Francisco","CA",94110,1249000,2,2,"Inner Mission",1038,1228819.79,2020,1203,"San Francisco MLS","Y",37.7483761,-122.4219282
2963,"MLS Listing","Multi-Family (2-4 Unit)","DALY CITY","CA",94014,1350000,3,2.5,"DALY CITY",4327,2425,1915,312,"MLSListings","Y",37.7058682,-122.4623912
2964,"MLS Listing","Vacant Land","BELMONT","CA",94002,599000,3,2.5,"BELMONT",2091.53,71656,2020,772.32,"MLSListings","Y",37.516661,-122.314414
2965,"MLS Listing","Condo/Co-op","PALO ALTO","CA",94301,2000000,3,2.5,"PALO ALTO",1844,1228819.79,1997,1085,"MLSListings","Y",37.4498098,-122.1562687
2966,"MLS Listing","Single Family Residential","SANTA CLARA","CA",95050,1624000,4,2,"SANTA CLARA",2547,6996,1950,638,"MLSListings","Y",37.3540145,-121.968129
2967,"MLS Listing","Vacant Land","Castro Valley","CA",94552,499000,3,2.5,"Castro Valley",2091.53,40168,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7018763,-122.0414715
2968,"MLS Listing","Single Family Residential","OAKLAND","CA",94601,799999,3,2,"OAKLAND",1316,3000,1925,608,"MLSListings","Y",37.7783324,-122.2027837
2969,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,164900,2,2,"SUNNYVALE",1440,1228819.79,1976,115,"MLSListings","Y",37.400817,-122.020199
2970,"MLS Listing","Multi-Family (5+ Unit)","San Francisco","CA",94110,2000000,4,2.5,"Bernal Heights",4050,2875,1961,494,"San Francisco MLS","Y",37.7479281,-122.4171165
2971,"MLS Listing","Multi-Family (2-4 Unit)","Concord","CA",94518,899000,5,4,"Concord",2800,10050,1947,321,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9690798,-122.0306037
2972,"MLS Listing","Townhouse","SUNNYVALE","CA",94086,1589000,3,2.5,"SUNNYVALE",1714,1151,2020,927,"MLSListings","Y",37.3734089,-122.0193658
2973,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95112,239900,3,2,"SAN JOSE",1013,1228819.79,1990,237,"MLSListings","Y",37.3716664,-121.8910253
2974,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94403,675000,2,1,"SAN MATEO",918,1228819.79,1974,735,"MLSListings","Y",37.5464896,-122.3211011
2975,"MLS Listing","Single Family Residential","Richmond","CA",94803,449950,3,2.5,"Contra Costa",1623,3384,1968,277,"BAREIS","Y",37.97947,-122.312445
2976,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,475000,2,2,"Rossmoor",1049,1228819.79,1969,453,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8574977,-122.0665031
2977,"MLS Listing","Mobile/Manufactured Home","San Pablo","CA",94806,94950,2,1,"San Pablo",640,1228819.79,2020,148,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9596835,-122.3375217
2978,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,5175000,2,2.5,"Yerba Buena",1958,1228819.79,2018,2643,"San Francisco MLS","Y",37.7898082,-122.3953565
2979,"MLS Listing","Single Family Residential","Alamo","CA",94507,1895000,2,1,"Alamo Oaks",1311,139828,1946,1445,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8429529,-121.9964725
2980,"MLS Listing","Single Family Residential","REDWOOD CITY","CA",94061,2595000,5,3,"REDWOOD CITY",2840,8075,1975,914,"MLSListings","Y",37.4589236,-122.2214693
2981,"MLS Listing","Single Family Residential","MENLO PARK","CA",94025,6995000,5,5.5,"MENLO PARK",4864,22809,2004,1438,"MLSListings","Y",37.4692909,-122.1650035
2982,"MLS Listing","Condo/Co-op","San Rafael","CA",94903,550000,1,2,"SAN JOSE",966,871,1991,569,"BAREIS","Y",38.025653,-122.53301
2983,"MLS Listing","Condo/Co-op","San Francisco","CA",94131,998000,2,2,"Diamond Heights",1175,1228819.79,1972,849,"San Francisco MLS","Y",37.7453002,-122.4425216
2984,"MLS Listing","Townhouse","Oakland","CA",94601,539000,3,2,"Fruitvale",1124,1045,2009,480,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7893593,-122.2242588
2985,"MLS Listing","Single Family Residential","Oakland","CA",94621,500000,3,1,"East Oakland",1574,2940,1910,318,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7512368,-122.177809
2986,"MLS Listing","Condo/Co-op","SAN FRANCISCO","CA",94134,599000,1,1,"SAN FRANCISCO",807,1228819.79,2007,742,"MLSListings","Y",37.7111771,-122.3880873
2987,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,720000,2,2,"Rossmoor Pkwy",1495,1228819.79,1977,482,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8583462,-122.0625517
2988,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95122,520000,2,2,"SAN JOSE",1124,1228819.79,1992,463,"MLSListings","Y",37.319322,-121.843419
2989,"MLS Listing","Single Family Residential","San Rafael","CA",94901,1595000,4,3.5,"San Rafael",2168,10019,1998,736,"BAREIS","Y",37.955296,-122.5137377
2990,"MLS Listing","Vacant Land","SAN JOSE","CA",95126,965000,3,2.5,"SAN JOSE",2091.53,6936,2020,772.32,"MLSListings","Y",37.3408307,-121.9315715
2991,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94402,1545000,2,2,"SAN MATEO",2036,1228819.79,1973,759,"MLSListings","Y",37.5666909,-122.3325127
2992,"MLS Listing","Condo/Co-op","San Francisco","CA",94131,1298000,2,2,"Twin Peaks",1719,1228819.79,1983,755,"San Francisco MLS","Y",37.7567167,-122.4443794
2993,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95112,615000,2,2,"SAN JOSE",976,1228819.79,1994,630,"MLSListings","Y",37.3429889,-121.8949859
2994,"MLS Listing","Condo/Co-op","San Francisco","CA",94131,1450000,3,2,"Diamond Heights",1482,1228819.79,1964,978,"San Francisco MLS","Y",37.746999,-122.441118
2995,"MLS Listing","Multi-Family (2-4 Unit)","Vallejo","CA",94590,725000,5,5,"Vallejo 3",2452,5663,1928,296,"BAREIS","Y",38.0950377,-122.2322678
2996,"MLS Listing","Townhouse","San Francisco","CA",94108,3450000,3,3.5,"Nob Hill",3465,1228819.79,1914,996,"San Francisco MLS","Y",37.7916283,-122.4110601
2997,"MLS Listing","Single Family Residential","San Ramon","CA",94582,2499995,4,3.5,"Gale Ranch",2904,4982,2017,861,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7509842,-121.9185887
2998,"MLS Listing","Single Family Residential","Oakland","CA",94605,710000,3,2,"Knowland Park",1753,6600,1941,405,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7442529,-122.1507216
2999,"MLS Listing","Single Family Residential","Berkeley","CA",94707,1850000,5,3,"Berkeley Hills",2466,10000,1930,750,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.887816,-122.266364
3000,"MLS Listing","Single Family Residential","LOS ALTOS HILLS","CA",94024,35000000,7,8,"LOS ALTOS HILLS",15236,83233,2015,2297,"MLSListings","Y",37.3585532,-122.1087964
3001,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,679000,1,1,"Van Ness/Civic Center",650,1228819.79,1980,1045,"San Francisco MLS","Y",37.7838656,-122.422437
3002,"MLS Listing","Single Family Residential","Antioch","CA",94509,480000,3,1.5,"Antioch",1656,5350,1948,290,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9972629,-121.8130439
3003,"MLS Listing","Vacant Land","LOS ALTOS HILLS","CA",94022,1995000,3,2.5,"LOS ALTOS HILLS",2091.53,25191,2020,772.32,"MLSListings","Y",37.364474,-122.169571
3004,"MLS Listing","Vacant Land","Oakland","CA",94611,349000,3,2.5,"Oakland",2091.53,28522,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.822563,-122.2045127
3005,"MLS Listing","Condo/Co-op","Oakland","CA",94607,989000,3,2,"Jack London Sq",2019,60085,2003,490,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7940646,-122.2679789
3006,"MLS Listing","Vacant Land","San Pablo","CA",94806,399000,3,2.5,"San Pablo",2091.53,15987,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.965684,-122.324581
3007,"MLS Listing","Vacant Land","PACIFICA","CA",94044,500000,3,2.5,"PACIFICA",2091.53,116488,2020,772.32,"MLSListings","Y",37.6199,-122.4859
3008,"MLS Listing","Townhouse","San Francisco","CA",94124,860000,2,2,"Bayview",1219,1040,1992,705,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7373272,-122.3821389
3009,"MLS Listing","Condo/Co-op","San Francisco","CA",94110,1950000,3,3,"Inner Mission",2198,1228819.79,2020,887,"San Francisco MLS","Y",37.7559048,-122.4073676
3010,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,649000,0,1,"Mission Dolores",508,1228819.79,1983,1278,"San Francisco MLS","Y",37.7654623,-122.4249163
3011,"MLS Listing","Single Family Residential","Brentwood","CA",94513,999999,4,3,"Shadow Lakes",3235,7782,2001,309,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.931411,-121.7428999
3012,"MLS Listing","Single Family Residential","PORTOLA VALLEY","CA",94028,3395000,4,3.5,"PORTOLA VALLEY",2992,12400,1964,1135,"MLSListings","Y",37.3480418,-122.1980386
3013,"MLS Listing","Single Family Residential","SAN MATEO","CA",94402,3500000,3,1.5,"SAN MATEO",1630,17225,1920,2147,"MLSListings","Y",37.5699336,-122.350268
3014,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,129900,2,2,"SUNNYVALE",1416,1228819.79,1981,92,"MLSListings","Y",37.4021054,-121.9996218
3015,"MLS Listing","Condo/Co-op","BURLINGAME","CA",94010,1345000,2,2,"BURLINGAME",1600,1228819.79,1994,841,"MLSListings","Y",37.5788031,-122.3526674
3016,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,825000,1,2,"South Beach",966,1228819.79,1998,854,"San Francisco MLS","Y",37.7862219,-122.3948434
3017,"MLS Listing","Single Family Residential","Corte Madera","CA",94925,1600000,3,2,"Corte Madera",2097,1228819.79,1983,763,"BAREIS","Y",37.9332647,-122.5196389
3018,"MLS Listing","Single Family Residential","BURLINGAME","CA",94010,2245400,3,2,"BURLINGAME",2020,20500,1955,1112,"MLSListings","Y",37.5722007,-122.3865052
3019,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,310000,1,1,"Rossmoor",733,1228819.79,1967,423,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8581472,-122.0682778
3020,"MLS Listing","Vacant Land","San Pablo","CA",94806,199000,3,2.5,"San Pablo",2091.53,5250,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9581549,-122.3258592
3021,"MLS Listing","Single Family Residential","Lafayette","CA",94549,3195000,4,3,"Happy Valley",4523,25700,1977,706,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.901396,-122.1421161
3022,"MLS Listing","Condo/Co-op","Milpitas","CA",95035,1368616,3,2.5,"Milpitas",1829,1228819.79,2021,748,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.4049387,-121.8907536
3023,"MLS Listing","Condo/Co-op","MOUNTAIN VIEW","CA",94040,1388888,3,3,"MOUNTAIN VIEW",1349,1228819.79,1999,1030,"MLSListings","Y",37.4073788,-122.108436
